"name" "status"
"216" "chr1:151837500-151840000" "AD"
"217" "chr1:151892500-151895000" "shared"
"218" "chr1:1530000-1532500" "shared"
"219" "chr1:153541250-153543750" "shared"
"220" "chr1:153545000-153547500" "shared"
"221" "chr1:153627500-153630000" "shared"
"222" "chr1:153757500-153760000" "shared"
"223" "chr1:153825000-153827500" "shared"
"224" "chr1:1538750-1541250" "shared"
"225" "chr1:153883750-153886250" "shared"
"226" "chr1:153891250-153893750" "shared"
"227" "chr1:153892500-153895000" "shared"
"228" "chr1:153903750-153906250" "shared"
"229" "chr1:153915000-153917500" "shared"
"230" "chr1:15408750-15411250" "AD"
"231" "chr1:15418750-15421250" "shared"
"232" "chr1:154233750-154236250" "shared"
"233" "chr1:15427500-15430000" "shared"
"234" "chr1:154556250-154558750" "shared"
"235" "chr1:154570000-154572500" "AD"
"236" "chr1:154575000-154577500" "shared"
"237" "chr1:154577500-154580000" "shared"
"238" "chr1:154600000-154602500" "shared"
"239" "chr1:154932500-154935000" "shared"
"240" "chr1:154960000-154962500" "shared"
"241" "chr1:154961250-154963750" "shared"
"242" "chr1:154972500-154975000" "shared"
"243" "chr1:155058750-155061250" "Ctrl"
"244" "chr1:155086250-155088750" "shared"
"245" "chr1:155253750-155256250" "Ctrl"
"246" "chr1:155282500-155285000" "AD"
"247" "chr1:155313750-155316250" "shared"
"248" "chr1:155488750-155491250" "shared"
"249" "chr1:155562500-155565000" "shared"
"250" "chr1:15557500-15560000" "shared"
"251" "chr1:155600000-155602500" "shared"
"252" "chr1:155662500-155665000" "shared"
"253" "chr1:155663750-155666250" "shared"
"254" "chr1:155726250-155728750" "shared"
"255" "chr1:155731250-155733750" "AD"
"256" "chr1:155733750-155736250" "shared"
"257" "chr1:155735000-155737500" "shared"
"258" "chr1:155767500-155770000" "shared"
"259" "chr1:155783750-155786250" "shared"
"260" "chr1:155805000-155807500" "shared"
"261" "chr1:155875000-155877500" "shared"
"262" "chr1:155876250-155878750" "shared"
"263" "chr1:155881250-155883750" "shared"
"264" "chr1:155900000-155902500" "shared"
"265" "chr1:155905000-155907500" "shared"
"266" "chr1:155906250-155908750" "shared"
"267" "chr1:155907500-155910000" "shared"
"268" "chr1:155955000-155957500" "shared"
"269" "chr1:155967500-155970000" "shared"
"270" "chr1:155970000-155972500" "shared"
"271" "chr1:15600000-15602500" "shared"
"272" "chr1:156012500-156015000" "shared"
"273" "chr1:156117500-156120000" "shared"
"274" "chr1:156118750-156121250" "shared"
"275" "chr1:156120000-156122500" "shared"
"276" "chr1:156137500-156140000" "shared"
"277" "chr1:156152500-156155000" "shared"
"278" "chr1:156175000-156177500" "Ctrl"
"279" "chr1:156193750-156196250" "shared"
"280" "chr1:156206250-156208750" "shared"
"281" "chr1:156230000-156232500" "shared"
"282" "chr1:156232500-156235000" "shared"
"283" "chr1:156233750-156236250" "shared"
"284" "chr1:156283750-156286250" "Ctrl"
"285" "chr1:156402500-156405000" "Ctrl"
"286" "chr1:156405000-156407500" "shared"
"287" "chr1:156412500-156415000" "shared"
"288" "chr1:156420000-156422500" "shared"
"289" "chr1:156428750-156431250" "shared"
"290" "chr1:156430000-156432500" "shared"
"291" "chr1:156433750-156436250" "shared"
"292" "chr1:156462500-156465000" "AD"
"293" "chr1:156465000-156467500" "shared"
"294" "chr1:156466250-156468750" "AD"
"295" "chr1:156492500-156495000" "shared"
"296" "chr1:15650000-15652500" "shared"
"297" "chr1:15651250-15653750" "shared"
"298" "chr1:156600000-156602500" "AD"
"299" "chr1:156603750-156606250" "shared"
"300" "chr1:156605000-156607500" "shared"
"301" "chr1:156615000-156617500" "shared"
"302" "chr1:156617500-156620000" "shared"
"303" "chr1:156620000-156622500" "shared"
"304" "chr1:156621250-156623750" "shared"
"305" "chr1:156643750-156646250" "shared"
"306" "chr1:156651250-156653750" "AD"
"307" "chr1:156703750-156706250" "shared"
"308" "chr1:156766250-156768750" "Ctrl"
"309" "chr1:156773750-156776250" "shared"
"310" "chr1:156788750-156791250" "Ctrl"
"311" "chr1:15690000-15692500" "shared"
"312" "chr1:156913750-156916250" "Ctrl"
"313" "chr1:156935000-156937500" "Ctrl"
"314" "chr1:156953750-156956250" "shared"
"315" "chr1:15713750-15716250" "shared"
"316" "chr1:15717500-15720000" "AD"
"317" "chr1:15718750-15721250" "shared"
"318" "chr1:15722500-15725000" "shared"
"319" "chr1:15725000-15727500" "shared"
"320" "chr1:15732500-15735000" "AD"
"321" "chr1:1573750-1576250" "shared"
"322" "chr1:15738750-15741250" "shared"
"323" "chr1:15757500-15760000" "shared"
"324" "chr1:15765000-15767500" "AD"
"325" "chr1:15767500-15770000" "AD"
"326" "chr1:15831250-15833750" "shared"
"327" "chr1:15905000-15907500" "shared"
"328" "chr1:159198750-159201250" "shared"
"329" "chr1:159201250-159203750" "shared"
"330" "chr1:15935000-15937500" "AD"
"331" "chr1:15937500-15940000" "shared"
"332" "chr1:1597500-1600000" "Ctrl"
"333" "chr1:159853750-159856250" "shared"
"334" "chr1:1600000-1602500" "Ctrl"
"335" "chr1:160040000-160042500" "shared"
"336" "chr1:160081250-160083750" "shared"
"337" "chr1:160087500-160090000" "shared"
"338" "chr1:160095000-160097500" "shared"
"339" "chr1:160097500-160100000" "shared"
"340" "chr1:160205000-160207500" "shared"
"341" "chr1:16062500-16065000" "shared"
"342" "chr1:161117500-161120000" "AD"
"343" "chr1:161196250-161198750" "Ctrl"
"344" "chr1:161280000-161282500" "shared"
"345" "chr1:161305000-161307500" "Ctrl"
"346" "chr1:161316250-161318750" "shared"
"347" "chr1:161357500-161360000" "shared"
"348" "chr1:161390000-161392500" "shared"
"349" "chr1:1621250-1623750" "Ctrl"
"350" "chr1:16228750-16231250" "shared"
"351" "chr1:16230000-16232500" "Ctrl"
"352" "chr1:162365000-162367500" "AD"
"353" "chr1:162560000-162562500" "shared"
"354" "chr1:162591250-162593750" "AD"
"355" "chr1:16267500-16270000" "shared"
"356" "chr1:16281250-16283750" "AD"
"357" "chr1:1630000-1632500" "shared"
"358" "chr1:16305000-16307500" "shared"
"359" "chr1:16307500-16310000" "shared"
"360" "chr1:16331250-16333750" "shared"
"361" "chr1:16343750-16346250" "shared"
"362" "chr1:16346250-16348750" "shared"
"363" "chr1:16370000-16372500" "shared"
"364" "chr1:16391250-16393750" "shared"
"365" "chr1:16396250-16398750" "shared"
"366" "chr1:16441250-16443750" "shared"
"367" "chr1:16448750-16451250" "shared"
"368" "chr1:16451250-16453750" "shared"
"369" "chr1:16456250-16458750" "shared"
"370" "chr1:16458750-16461250" "shared"
"371" "chr1:16478750-16481250" "shared"
"372" "chr1:16481250-16483750" "shared"
"373" "chr1:16482500-16485000" "shared"
"374" "chr1:16485000-16487500" "AD"
"375" "chr1:16488750-16491250" "AD"
"376" "chr1:16498750-16501250" "shared"
"377" "chr1:165630000-165632500" "shared"
"378" "chr1:1657500-1660000" "shared"
"379" "chr1:1662500-1665000" "shared"
"380" "chr1:16627500-16630000" "shared"
"381" "chr1:16632500-16635000" "shared"
"382" "chr1:1666250-1668750" "AD"
"383" "chr1:166918750-166921250" "shared"
"384" "chr1:166921250-166923750" "shared"
"385" "chr1:1670000-1672500" "AD"
"386" "chr1:1673750-1676250" "shared"
"387" "chr1:167935000-167937500" "shared"
"388" "chr1:168135000-168137500" "shared"
"389" "chr1:168180000-168182500" "shared"
"390" "chr1:168248750-168251250" "shared"
"391" "chr1:1685000-1687500" "shared"
"392" "chr1:1686250-1688750" "shared"
"393" "chr1:1688750-1691250" "shared"
"394" "chr1:1690000-1692500" "shared"
"395" "chr1:16948750-16951250" "AD"
"396" "chr1:16958750-16961250" "shared"
"397" "chr1:16966250-16968750" "AD"
"398" "chr1:16971250-16973750" "shared"
"399" "chr1:1697500-1700000" "shared"
"400" "chr1:17028750-17031250" "shared"
"401" "chr1:170662500-170665000" "shared"
"402" "chr1:171497500-171500000" "shared"
"403" "chr1:1728750-1731250" "shared"
"404" "chr1:1731250-1733750" "shared"
"405" "chr1:1733750-1736250" "shared"
"406" "chr1:1736250-1738750" "shared"
"407" "chr1:173750-176250" "shared"
"408" "chr1:173992500-173995000" "AD"
"409" "chr1:17428750-17431250" "shared"
"410" "chr1:1743750-1746250" "shared"
"411" "chr1:17437500-17440000" "AD"
"412" "chr1:17617500-17620000" "shared"
"413" "chr1:17632500-17635000" "shared"
"414" "chr1:17638750-17641250" "shared"
"415" "chr1:17656250-17658750" "shared"
"416" "chr1:17687500-17690000" "shared"
"417" "chr1:17693750-17696250" "AD"
"418" "chr1:17695000-17697500" "Ctrl"
"419" "chr1:179221250-179223750" "shared"
"420" "chr1:179223750-179226250" "shared"
"421" "chr1:179298750-179301250" "shared"
"422" "chr1:180182500-180185000" "shared"
"423" "chr1:180188750-180191250" "shared"
"424" "chr1:180195000-180197500" "shared"
"425" "chr1:180196250-180198750" "shared"
"426" "chr1:1802500-1805000" "shared"
"427" "chr1:1803750-1806250" "AD"
"428" "chr1:1805000-1807500" "shared"
"429" "chr1:180943750-180946250" "shared"
"430" "chr1:18106250-18108750" "shared"
"431" "chr1:181481250-181483750" "shared"
"432" "chr1:181730000-181732500" "shared"
"433" "chr1:1818750-1821250" "shared"
"434" "chr1:1821250-1823750" "shared"
"435" "chr1:18288750-18291250" "shared"
"436" "chr1:183750-186250" "shared"
"437" "chr1:1837500-1840000" "shared"
"438" "chr1:184036250-184038750" "shared"
"439" "chr1:184385000-184387500" "shared"
"440" "chr1:184663750-184666250" "shared"
"441" "chr1:1863750-1866250" "shared"
"442" "chr1:1865000-1867500" "shared"
"443" "chr1:1873750-1876250" "shared"
"444" "chr1:1878750-1881250" "shared"
"445" "chr1:1880000-1882500" "shared"
"446" "chr1:1881250-1883750" "shared"
"447" "chr1:1885000-1887500" "shared"
"448" "chr1:18870000-18872500" "AD"
"449" "chr1:18871250-18873750" "shared"
"450" "chr1:1890000-1892500" "shared"
"451" "chr1:19247500-19250000" "shared"
"452" "chr1:19258750-19261250" "shared"
"453" "chr1:19292500-19295000" "AD"
"454" "chr1:193057500-193060000" "Ctrl"
"455" "chr1:19311250-19313750" "shared"
"456" "chr1:19326250-19328750" "AD"
"457" "chr1:1933750-1936250" "shared"
"458" "chr1:19337500-19340000" "shared"
"459" "chr1:19342500-19345000" "shared"
"460" "chr1:19438750-19441250" "shared"
"461" "chr1:1953750-1956250" "shared"
"462" "chr1:1958750-1961250" "shared"
"463" "chr1:1962500-1965000" "shared"
"464" "chr1:19656250-19658750" "shared"
"465" "chr1:19677500-19680000" "AD"
"466" "chr1:20070000-20072500" "shared"
"467" "chr1:201133750-201136250" "Ctrl"
"468" "chr1:201467500-201470000" "shared"
"469" "chr1:201482500-201485000" "shared"
"470" "chr1:201493750-201496250" "shared"
"471" "chr1:201530000-201532500" "shared"
"472" "chr1:2017500-2020000" "AD"
"473" "chr1:20183750-20186250" "shared"
"474" "chr1:201892500-201895000" "shared"
"475" "chr1:201895000-201897500" "shared"
"476" "chr1:201897500-201900000" "shared"
"477" "chr1:201981250-201983750" "shared"
"478" "chr1:201983750-201986250" "shared"
"479" "chr1:201986250-201988750" "shared"
"480" "chr1:201995000-201997500" "AD"
"481" "chr1:202126250-202128750" "shared"
"482" "chr1:202127500-202130000" "shared"
"483" "chr1:202128750-202131250" "shared"
"484" "chr1:202132500-202135000" "Ctrl"
"485" "chr1:202142500-202145000" "Ctrl"
"486" "chr1:2026250-2028750" "Ctrl"
"487" "chr1:202810000-202812500" "AD"
"488" "chr1:202857500-202860000" "shared"
"489" "chr1:203066250-203068750" "shared"
"490" "chr1:203073750-203076250" "AD"
"491" "chr1:203142500-203145000" "shared"
"492" "chr1:203163750-203166250" "shared"
"493" "chr1:203165000-203167500" "shared"
"494" "chr1:203166250-203168750" "Ctrl"
"495" "chr1:203711250-203713750" "shared"
"496" "chr1:203722500-203725000" "shared"
"497" "chr1:203725000-203727500" "shared"
"498" "chr1:20376250-20378750" "shared"
"499" "chr1:203832500-203835000" "AD"
"500" "chr1:204115000-204117500" "Ctrl"
"501" "chr1:204220000-204222500" "shared"
"502" "chr1:204221250-204223750" "shared"
"503" "chr1:204242500-204245000" "shared"
"504" "chr1:204250000-204252500" "AD"
"505" "chr1:204257500-204260000" "AD"
"506" "chr1:204260000-204262500" "shared"
"507" "chr1:204446250-204448750" "shared"
"508" "chr1:204447500-204450000" "Ctrl"
"509" "chr1:204550000-204552500" "shared"
"510" "chr1:204617500-204620000" "shared"
"511" "chr1:20483750-20486250" "shared"
"512" "chr1:20485000-20487500" "shared"
"513" "chr1:20486250-20488750" "shared"
"514" "chr1:204950000-204952500" "shared"
"515" "chr1:204952500-204955000" "AD"
"516" "chr1:204980000-204982500" "shared"
"517" "chr1:20498750-20501250" "shared"
"518" "chr1:205016250-205018750" "shared"
"519" "chr1:205066250-205068750" "shared"
"520" "chr1:205073750-205076250" "shared"
"521" "chr1:205226250-205228750" "shared"
"522" "chr1:205228750-205231250" "shared"
"523" "chr1:205240000-205242500" "shared"
"524" "chr1:205267500-205270000" "AD"
"525" "chr1:205268750-205271250" "shared"
"526" "chr1:205270000-205272500" "shared"
"527" "chr1:205271250-205273750" "shared"
"528" "chr1:205272500-205275000" "Ctrl"
"529" "chr1:20548750-20551250" "shared"
"530" "chr1:20551250-20553750" "shared"
"531" "chr1:205515000-205517500" "shared"
"532" "chr1:205523750-205526250" "shared"
"533" "chr1:20552500-20555000" "Ctrl"
"534" "chr1:205531250-205533750" "shared"
"535" "chr1:20553750-20556250" "AD"
"536" "chr1:205578750-205581250" "shared"
"537" "chr1:205582500-205585000" "shared"
"538" "chr1:205585000-205587500" "shared"
"539" "chr1:205660000-205662500" "shared"
"540" "chr1:20595000-20597500" "shared"
"541" "chr1:206202500-206205000" "shared"
"542" "chr1:20638750-20641250" "shared"
"543" "chr1:20640000-20642500" "shared"
"544" "chr1:206448750-206451250" "shared"
"545" "chr1:20661250-20663750" "shared"
"546" "chr1:20662500-20665000" "shared"
"547" "chr1:20667500-20670000" "shared"
"548" "chr1:20668750-20671250" "shared"
"549" "chr1:20682500-20685000" "shared"
"550" "chr1:20685000-20687500" "shared"
"551" "chr1:20728750-20731250" "shared"
"552" "chr1:20730000-20732500" "shared"
"553" "chr1:20731250-20733750" "shared"
"554" "chr1:20781250-20783750" "shared"
"555" "chr1:20785000-20787500" "AD"
"556" "chr1:207886250-207888750" "Ctrl"
"557" "chr1:208243750-208246250" "shared"
"558" "chr1:2085000-2087500" "shared"
"559" "chr1:20891250-20893750" "shared"
"560" "chr1:21012500-21015000" "shared"
"561" "chr1:210231250-210233750" "AD"
"562" "chr1:210367500-210370000" "shared"
"563" "chr1:211257500-211260000" "shared"
"564" "chr1:211432500-211435000" "shared"
"565" "chr1:21150000-21152500" "shared"
"566" "chr1:21167500-21170000" "shared"
"567" "chr1:21171250-21173750" "shared"
"568" "chr1:21217500-21220000" "shared"
"569" "chr1:212283750-212286250" "shared"
"570" "chr1:212297500-212300000" "shared"
"571" "chr1:212412500-212415000" "shared"
"572" "chr1:212431250-212433750" "shared"
"573" "chr1:212811250-212813750" "shared"
"574" "chr1:212856250-212858750" "Ctrl"
"575" "chr1:212885000-212887500" "shared"
"576" "chr1:21288750-21291250" "shared"
"577" "chr1:2133750-2136250" "shared"
"578" "chr1:21568750-21571250" "shared"
"579" "chr1:21573750-21576250" "AD"
"580" "chr1:21595000-21597500" "shared"
"581" "chr1:21636250-21638750" "shared"
"582" "chr1:21666250-21668750" "shared"
"583" "chr1:21687500-21690000" "shared"
"584" "chr1:2172500-2175000" "AD"
"585" "chr1:2175000-2177500" "shared"
"586" "chr1:21773750-21776250" "shared"
"587" "chr1:21777500-21780000" "shared"
"588" "chr1:2181250-2183750" "shared"
"589" "chr1:21828750-21831250" "Ctrl"
"590" "chr1:2185000-2187500" "shared"
"591" "chr1:2186250-2188750" "shared"
"592" "chr1:2191250-2193750" "shared"
"593" "chr1:2197500-2200000" "AD"
"594" "chr1:2198750-2201250" "shared"
"595" "chr1:219926250-219928750" "shared"
"596" "chr1:220056250-220058750" "shared"
"597" "chr1:2205000-2207500" "AD"
"598" "chr1:22060000-22062500" "shared"
"599" "chr1:22066250-22068750" "shared"
"600" "chr1:220696250-220698750" "shared"
"601" "chr1:222636250-222638750" "shared"
"602" "chr1:222711250-222713750" "shared"
"603" "chr1:223755000-223757500" "shared"
"604" "chr1:223950000-223952500" "AD"
"605" "chr1:223951250-223953750" "shared"
"606" "chr1:223970000-223972500" "shared"
"607" "chr1:224135000-224137500" "shared"
"608" "chr1:224300000-224302500" "shared"
"609" "chr1:224362500-224365000" "shared"
"610" "chr1:224366250-224368750" "shared"
"611" "chr1:224370000-224372500" "shared"
"612" "chr1:224432500-224435000" "shared"
"613" "chr1:224616250-224618750" "AD"
"614" "chr1:225782500-225785000" "shared"
"615" "chr1:225785000-225787500" "shared"
"616" "chr1:225808750-225811250" "shared"
"617" "chr1:225842500-225845000" "shared"
"618" "chr1:225843750-225846250" "AD"
"619" "chr1:225877500-225880000" "shared"
"620" "chr1:226062500-226065000" "shared"
"621" "chr1:226170000-226172500" "shared"
"622" "chr1:226172500-226175000" "shared"
"623" "chr1:22645000-22647500" "shared"
"624" "chr1:226603750-226606250" "shared"
"625" "chr1:226727500-226730000" "shared"
"626" "chr1:226736250-226738750" "shared"
"627" "chr1:226975000-226977500" "shared"
"628" "chr1:226986250-226988750" "shared"
"629" "chr1:227157500-227160000" "shared"
"630" "chr1:227245000-227247500" "shared"
"631" "chr1:227726250-227728750" "shared"
"632" "chr1:227730000-227732500" "shared"
"633" "chr1:228141250-228143750" "shared"
"634" "chr1:228148750-228151250" "shared"
"635" "chr1:228152500-228155000" "shared"
"636" "chr1:228415000-228417500" "shared"
"637" "chr1:228457500-228460000" "shared"
"638" "chr1:228485000-228487500" "Ctrl"
"639" "chr1:22895000-22897500" "Ctrl"
"640" "chr1:22905000-22907500" "Ctrl"
"641" "chr1:22912500-22915000" "AD"
"642" "chr1:229341250-229343750" "AD"
"643" "chr1:229481250-229483750" "AD"
"644" "chr1:230391250-230393750" "AD"
"645" "chr1:230423750-230426250" "shared"
"646" "chr1:230708750-230711250" "shared"
"647" "chr1:230867500-230870000" "shared"
"648" "chr1:231336250-231338750" "Ctrl"
"649" "chr1:231420000-231422500" "shared"
"650" "chr1:2320000-2322500" "shared"
"651" "chr1:232983750-232986250" "AD"
"652" "chr1:233206250-233208750" "AD"
"653" "chr1:23368750-23371250" "AD"
"654" "chr1:23380000-23382500" "shared"
"655" "chr1:23381250-23383750" "shared"
"656" "chr1:23382500-23385000" "shared"
"657" "chr1:234608750-234611250" "shared"
"658" "chr1:23461250-23463750" "shared"
